Depth	d18O
4.48	4.52
4.5	4.54
4.52	4.59
4.53	4.54
4.54	4.5
4.55	4.48
4.56	4.46
4.57	4.46
4.58	4.5
4.59	4.43
4.6	4.49
4.62	4.49
4.63	4.46
4.64	4.46
4.65	4.53
4.66	4.48
4.67	4.49
4.68	4.57
4.69	4.55
4.7	4.51
4.72	4.51
4.73	4.45
4.74	4.46
4.75	4.52
4.76	4.53
4.77	4.54
4.78	4.54
4.79	4.48
4.8	4.51
4.82	4.51
4.83	4.49
4.84	4.53
4.85	4.51
4.86	4.45
4.87	4.47
4.88	4.59
4.89	4.53
4.9	4.5
4.92	4.47
4.93	4.45
4.94	4.47
4.95	4.46
4.96	4.55
4.97	4.51
4.98	4.52
4.99	4.49
5.0	4.6
5.02	4.57
5.03	4.53
5.04	4.53
5.05	4.49
5.06	4.56
5.07	4.52
5.08	4.47
5.09	4.55
5.1	4.39
5.12	4.41
5.13	4.37
5.14	4.45
5.15	4.51
5.16	4.5
5.17	4.49
5.18	4.44
5.19	4.4
5.2	4.35
5.22	4.4
5.23	4.36
5.24	4.48
5.25	4.37
5.26	4.36
5.27	4.26
5.28	4.3
5.29	4.28
5.3	4.35
5.32	4.51
5.33	4.44
5.34	4.29
5.35	4.37
5.36	4.36
5.37	4.4
5.38	4.33
5.39	4.29
5.4	4.27
5.42	4.3
5.43	4.29
5.44	4.37
5.45	4.28
5.46	4.34
5.47	4.33
5.48	4.38
5.49	4.39
5.5	4.32
5.52	4.32
5.53	4.28
5.54	4.36
5.55	4.36
5.56	4.36
5.57	4.37
5.58	4.45
5.59	4.22
5.6	4.38
5.62	4.35
5.63	4.35
5.64	4.27
5.65	4.41
5.66	4.39
5.67	4.37
5.68	4.47
5.69	4.42
5.7	4.38
5.72	4.41
5.73	4.45
5.74	4.33
5.75	4.37
5.76	4.31
5.77	4.43
5.78	4.43
5.79	4.29
5.8	4.3
5.82	4.35
5.83	4.26
5.84	4.43
5.85	4.21
5.86	4.26
5.87	4.32
5.88	4.25
5.89	4.32
5.9	4.34
5.92	4.26
5.93	4.35
5.94	4.29
5.95	4.19
5.96	4.22
5.97	4.28
5.98	4.31
5.99	4.26
6.0	4.22
6.02	4.25
6.03	4.21
6.04	4.26
6.05	4.27
6.06	4.2
6.07	4.2
6.08	4.16
6.09	4.23
6.1	4.21
6.12	4.26
6.13	4.25
6.14	4.19
6.15	4.15
6.16	4.15
6.17	4.19
6.18	4.15
6.19	4.21
6.2	4.15
6.22	4.14
6.23	4.14
6.24	4.22
6.25	4.15
6.26	4.23
6.27	4.23
6.28	4.24
6.29	4.16
6.3	4.27
6.32	4.23
6.33	4.23
6.34	4.22
6.35	4.23
6.36	4.2
6.37	4.2
6.38	4.16
6.39	4.1
6.4	4.19
6.42	3.95
6.43	4.05
6.44	4.2
6.45	4.01
6.46	4.07
6.47	3.99
6.48	3.95
6.49	4.15
6.5	4.28
6.52	4.12
6.53	4.11
6.54	4.06
6.55	4.09
6.56	4.17
6.57	4.12
6.58	4.22
6.59	4.24
6.6	4.22
6.62	4.24
6.63	4.26
6.64	4.29
6.65	4.23
6.66	4.25
6.67	4.24
6.68	4.26
6.69	4.29
6.7	4.21
6.72	4.18
6.73	4.34
6.74	4.27
6.75	4.19
6.76	4.23
6.77	4.23
6.78	4.18
6.79	4.16
6.8	4.17
6.82	4.22
6.83	4.25
6.84	4.22
6.85	4.11
6.86	4.17
6.87	4.28
6.88	4.18
6.89	4.29
6.9	4.24
6.92	4.23
6.93	4.2
6.95	4.18
6.96	4.15
6.97	4.23
6.98	4.21
6.99	4.13
7.0	4.14
7.02	4.08
7.03	4.15
7.04	4.16
7.05	4.0
7.06	4.16
7.07	4.26
7.08	4.18
7.09	4.22
7.1	4.16
7.12	4.24
7.13	4.18
7.14	4.21
7.15	4.18
7.16	4.11
7.17	4.08
7.18	4.13
7.19	4.22
7.2	4.22
7.22	4.16
7.23	4.16
7.24	3.87
7.25	4.13
7.26	4.16
7.27	4.13
7.28	4.1
7.29	4.08
7.3	4.08
7.32	4.15
7.33	4.15
7.34	4.05
7.35	4.02
7.36	3.96
7.37	3.95
7.38	4.01
7.39	4.13
7.4	4.0
7.42	3.92
7.43	4.06
7.44	4.06
7.45	3.98
7.46	4.18
7.47	4.05
7.48	4.15
7.49	4.07
7.5	4.25
7.52	4.09
7.53	4.21
7.54	4.21
7.55	4.16
7.56	4.24
7.57	4.23
7.58	4.2
7.59	4.13
7.6	4.12
7.62	4.14
7.63	4.22
7.64	4.18
7.65	4.15
7.66	4.14
7.67	4.04
7.68	4.26
7.69	4.19
7.7	4.28
7.72	4.14
7.73	4.24
7.74	4.15
7.75	4.2
7.76	4.12
7.77	4.03
7.78	4.28
7.79	4.35
7.8	4.19
7.82	4.14
7.83	4.22
7.85	4.16
7.86	4.13
7.87	4.25
7.88	4.14
7.89	4.18
7.9	4.14
7.92	4.13
7.93	4.15
7.94	4.18
7.95	4.16
7.96	4.17
7.97	4.03
7.98	4.14
7.99	4.15
8.0	4.1
8.02	4.13
8.03	4.15
8.04	4.05
8.05	4.16
8.06	4.01
8.07	4.04
8.08	4.11
8.09	4.05
8.1	4.08
8.12	3.94
8.13	3.95
8.14	3.97
8.15	3.97
8.16	3.92
8.17	3.97
8.18	3.95
8.19	4.14
8.2	4.0
8.22	3.97
8.23	4.03
8.24	4.07
8.25	4.04
8.26	4.14
8.27	4.05
8.28	4.01
8.29	4.04
8.3	4.03
8.32	4.12
8.33	4.08
8.34	4.14
8.35	4.21
8.36	4.09
8.37	4.1
8.38	4.19
8.39	4.13
8.4	4.1
8.42	4.17
8.43	4.18
8.44	4.18
8.45	4.14
8.46	4.11
8.47	4.23
8.48	4.13
8.49	3.99
8.5	4.13
8.52	4.03
8.53	4.03
8.54	4.04
8.55	4.03
8.56	4.03
8.57	4.07
8.58	3.99
8.59	3.96
8.6	3.98
8.62	3.97
8.63	4.02
8.64	3.93
8.65	3.93
8.66	3.94
8.67	4.0
8.68	3.94
8.69	3.94
8.7	3.91
8.72	3.89
8.73	4.06
8.74	3.98
8.75	3.91
8.76	3.99
8.77	3.99
8.78	4.15
8.79	4.11
8.8	4.02
8.82	4.19
8.83	4.14
8.84	4.03
8.85	4.08
8.86	4.13
8.87	4.12
8.88	4.14
8.89	4.12
8.9	4.27
8.92	4.14
8.93	4.21
8.94	4.3
8.95	4.38
