depth(m)	initial_age(kiloyear)
0.03	0.83
0.07	2.48
0.1	3.72
0.13	4.96
0.17	6.54
0.2	7.71
0.23	8.87
0.27	10.13
0.3	10.89
0.33	11.59
0.37	12.51
0.4	13.13
0.43	13.75
0.47	14.5
0.5	15.06
0.53	15.62
0.57	16.36
0.6	16.92
0.63	17.48
0.67	18.22
0.7	18.78
0.73	19.34
0.77	20.08
0.8	20.64
0.83	21.2
0.87	21.94
0.9	22.5
0.93	23.06
0.97	23.8
1.0	24.36
1.03	24.92
1.07	25.66
1.1	26.22
1.13	26.78
1.17	27.52
1.2	28.08
1.23	28.64
1.27	29.38
1.3	29.94
1.33	30.5
1.37	31.24
1.4	31.8
1.43	32.35
1.47	33.1
1.5	33.66
1.53	34.21
1.57	34.9
1.6	35.34
1.63	35.72
1.67	36.21
1.7	36.58
1.73	36.95
1.77	37.45
1.8	37.82
1.83	38.19
1.87	38.69
1.9	39.06
1.93	39.43
1.97	39.93
2.0	40.3
2.03	40.67
2.07	41.26
2.1	41.77
2.13	42.33
2.17	43.07
2.2	43.63
2.23	44.19
2.27	44.93
2.3	45.49
2.32	45.86
2.34	46.23
2.36	46.61
2.38	46.98
2.4	47.35
2.42	47.72
2.44	48.09
2.46	48.47
2.48	48.84
2.5	49.21
2.52	49.58
2.54	49.95
2.56	50.32
2.58	50.7
2.6	51.07
2.62	51.44
2.64	51.81
2.66	52.18
2.68	52.56
2.7	52.93
2.72	53.3
2.74	53.67
2.76	54.04
2.78	54.42
2.8	54.79
2.82	55.16
2.84	55.53
2.86	55.9
2.88	56.28
2.9	56.65
2.92	57.02
2.94	57.39
2.96	57.76
2.98	58.13
3.0	58.51
3.02	58.88
3.04	59.25
3.06	59.62
3.08	59.99
3.1	60.37
3.12	60.74
3.14	61.11
3.16	61.48
3.18	61.85
3.2	62.23
3.22	62.6
3.24	62.97
3.26	63.34
3.28	63.71
3.3	64.09
3.32	64.47
3.34	64.89
3.36	65.3
3.38	65.71
3.4	66.18
3.42	66.64
3.44	67.11
3.46	67.57
3.48	68.04
3.5	68.5
3.6	70.83
3.7	73.15
3.8	75.48
3.9	77.8
4.0	80.12
4.1	82.45
4.2	84.77
4.3	87.1
4.4	89.42
4.5	91.75
4.6	94.07
4.7	96.4
4.8	98.72
