Depth	d18O
0.05	3.04
0.1	2.97
0.15	3.02
0.2	2.97
0.25	3.01
0.3	3.14
0.35	3.04
0.45	2.95
0.5	2.91
0.55	3.02
0.6	2.85
0.65	2.95
0.7	2.95
0.75	3.0
0.8	2.88
0.85	2.92
0.9	2.83
0.95	2.86
1.0	2.97
1.05	2.9
1.1	2.82
1.15	2.92
1.2	3.0
1.25	2.96
1.3	2.91
1.35	2.89
1.4	3.16
1.45	2.95
1.55	2.99
1.6	2.92
1.65	2.96
1.7	3.01
1.75	2.92
1.8	3.06
1.85	2.99
1.9	3.55
1.95	3.2
2.0	3.28
2.05	3.58
2.1	3.81
2.15	3.7
2.2	3.64
2.25	3.76
2.3	3.81
2.35	3.51
2.4	3.38
2.45	3.8
2.5	3.62
2.55	3.28
2.6	3.91
2.65	3.86
2.7	3.91
2.75	4.03
2.8	4.33
2.85	4.44
2.9	4.41
2.95	4.21
3.02	4.3
3.15	4.29
3.2	4.39
3.25	4.33
3.3	4.3
3.35	4.45
3.4	4.22
3.45	4.45
3.5	4.39
3.55	4.43
3.6	4.38
3.65	4.34
3.66	3.95
3.68	4.19
3.72	4.32
3.72	4.42
3.74	4.33
3.75	4.41
3.8	4.16
3.85	4.43
3.9	4.39
3.95	4.19
4.0	4.8
4.1	3.95
4.15	4.58
4.2	4.48
4.25	4.69
4.3	4.36
4.35	4.25
4.4	4.27
4.45	4.24
4.48	4.26
4.52	4.67
4.55	4.24
4.6	4.04
4.65	3.91
4.7	3.94
4.75	4.01
4.8	3.93
4.85	4.19
4.9	3.87
4.95	4.07
5.0	4.29
5.05	4.28
5.1	4.24
5.15	4.0
5.2	4.47
5.25	4.22
5.3	4.05
5.35	4.3
5.4	4.32
5.45	4.21
5.5	4.08
5.55	3.88
5.6	4.04
5.65	3.99
5.7	4.17
5.75	4.57
5.8	4.12
5.85	4.18
5.9	4.39
5.95	4.15
5.98	4.3
6.03	4.32
6.05	4.21
6.1	4.09
6.15	4.44
6.2	4.24
6.25	4.12
6.3	4.37
6.35	4.4
6.4	4.21
6.45	4.19
6.5	4.34
6.55	4.27
6.6	4.13
6.65	4.21
6.7	4.17
6.75	4.23
6.8	4.21
6.85	4.13
6.9	4.01
6.95	4.37
7.0	4.46
7.05	4.38
7.1	4.3
7.15	4.11
7.2	3.8
7.25	3.94
7.3	4.01
7.35	4.09
7.4	4.06
7.45	4.33
7.48	4.51
7.52	4.42
7.55	4.33
7.6	4.12
7.65	3.95
7.7	3.89
7.75	3.74
7.85	3.78
7.9	3.81
7.95	4.13
8.0	3.86
8.05	3.73
8.1	3.76
8.15	3.76
8.2	3.9
8.25	3.64
8.3	3.84
8.35	3.68
8.4	4.0
8.45	4.05
8.5	4.12
8.55	4.0
8.6	3.69
8.65	4.14
8.7	4.17
8.75	4.21
8.8	3.94
8.85	4.13
8.9	4.04
8.95	3.94
8.98	3.89
9.02	3.58
9.05	4.04
9.1	3.69
9.15	3.7
9.2	3.96
9.25	4.01
9.3	3.9
9.35	4.04
9.4	3.94
9.45	4.14
9.5	3.9
9.55	4.01
9.6	4.02
9.65	4.13
9.7	4.08
9.75	4.03
9.8	3.39
9.85	3.45
9.9	3.87
9.95	3.95
10.0	4.03
10.05	4.08
10.1	4.16
10.15	3.89
10.25	4.09
10.3	3.85
10.35	4.05
10.4	4.01
10.45	4.0
10.48	4.0
10.52	4.08
10.55	3.95
10.6	3.77
10.65	3.94
10.75	3.73
10.8	3.31
10.85	3.27
10.9	3.41
10.95	3.44
11.0	3.61
11.05	3.63
11.1	3.6
11.15	3.77
11.2	3.76
11.25	3.83
11.3	4.03
11.35	4.19
11.4	3.8
11.45	4.07
11.5	4.0
11.55	3.94
11.6	3.78
11.65	3.97
11.7	3.95
11.75	3.96
11.8	3.96
11.85	3.73
11.9	4.08
11.95	4.19
11.98	4.06
12.02	4.29
12.05	4.22
12.1	4.2
12.15	4.15
12.2	3.25
12.25	3.99
12.3	3.91
12.35	3.93
12.4	3.61
12.45	3.85
12.5	3.78
12.55	3.42
12.6	3.35
12.65	3.41
12.7	3.43
12.75	3.29
12.8	3.59
12.85	3.64
12.9	3.95
12.95	3.85
13.0	3.92
13.05	3.73
13.1	3.55
13.15	3.73
13.2	3.6
13.25	3.54
13.3	3.46
13.35	3.54
13.4	3.22
13.45	3.33
