depth(m)	initial_age(kiloyear)
44.86	1502.54
44.99	1505.9
45.09	1508.94
45.19	1512.39
45.35	1519.53
45.4	1521.91
45.53	1527.86
45.64	1532.54
45.75	1536.57
45.82	1539.56
45.91	1543.44
46.02	1548.45
46.14	1554.54
46.2	1557.61
46.27	1561.53
46.39	1568.35
46.54	1576.52
46.68	1583.85
46.73	1586.22
46.79	1588.88
46.92	1594.64
47.03	1599.89
47.13	1605.36
47.26	1612.74
47.41	1622.57
47.53	1632.87
47.65	1641.2
47.7	1644.08
47.77	1647.93
47.93	1655.64
48.03	1659.37
48.19	1663.78
48.21	1664.33
48.27	1666.22
48.32	1667.94
48.38	1670.74
48.43	1673.25
48.49	1676.46
48.54	1679.29
48.63	1684.89
48.77	1692.47
48.99	1703.31
49.08	1707.19
49.19	1711.15
49.29	1714.75
49.42	1719.36
49.49	1721.76
49.54	1723.48
49.63	1726.56
49.77	1730.98
49.91	1734.77
49.99	1737.25
50.03	1738.61
50.13	1742.81
50.27	1748.44
50.48	1754.44
50.54	1756.03
50.7	1760.2
50.79	1762.48
50.91	1765.44
50.99	1767.77
51.04	1769.45
51.13	1772.91
51.27	1777.77
51.41	1782.08
51.49	1784.54
51.52	1785.46
51.64	1789.16
51.77	1793.16
51.98	1799.97
52.03	1801.95
52.13	1807.07
52.2	1810.92
52.29	1816.42
52.44	1825.94
52.63	1837.7
52.77	1845.97
52.9	1852.69
52.98	1856.46
53.03	1858.45
53.12	1860.73
53.27	1864.06
53.48	1868.51
53.54	1869.79
53.68	1872.76
53.79	1875.09
53.9	1877.54
53.98	1879.42
54.02	1880.37
54.12	1882.7
54.23	1885.04
54.24	1885.25
54.42	1888.72
54.49	1890.06
54.53	1890.83
54.64	1892.93
54.77	1895.42
54.98	1899.43
55.04	1900.58
55.18	1903.26
55.29	1905.37
55.39	1907.32
55.43	1908.28
55.51	1910.17
55.58	1911.95
55.69	1916.02
55.77	1919.12
55.9	1924.5
56.0	1929.24
56.1	1934.56
56.2	1939.0
56.27	1942.1
56.44	1948.9
56.49	1950.74
56.54	1952.51
56.68	1958.34
56.79	1963.62
57.02	1975.97
57.08	1979.56
57.11	1981.37
57.2	1986.85
57.23	1988.59
57.27	1990.53
57.34	1993.94
57.59	2001.55
57.74	2005.2
57.86	2008.07
57.98	2011.14
58.09	2014.07
58.12	2014.89
58.25	2018.44
58.37	2022.49
58.45	2025.22
58.68	2034.37
58.79	2038.34
58.92	2042.73
58.98	2044.3
59.02	2045.3
59.07	2046.56
59.2	2049.82
59.31	2052.58
59.37	2054.08
59.48	2057.47
59.57	2060.29
59.61	2061.54
59.7	2064.36
59.81	2067.96
59.85	2069.03
59.94	2071.46
60.02	2073.44
60.1	2075.36
60.18	2077.27
60.24	2078.69
60.3	2079.99
60.42	2082.62
60.5	2084.4
60.57	2085.96
60.63	2087.29
60.68	2088.4
60.7	2088.94
60.82	2092.28
60.99	2099.05
