depth(m)	initial_age(kiloyear)
4.63	100.53
4.68	102.07
4.73	103.6
4.78	105.13
4.83	106.67
4.88	108.2
4.93	109.73
4.98	111.27
5.03	112.8
5.08	114.33
5.13	115.87
5.18	117.4
5.23	118.93
5.28	120.47
5.33	122.0
5.43	124.4
5.48	125.6
5.53	126.8
5.58	128.0
5.63	128.88
5.68	129.75
5.73	130.63
5.78	131.5
5.83	132.38
5.88	133.25
5.93	134.13
5.98	135.0
6.03	135.76
6.08	136.52
6.13	137.29
6.18	138.05
6.23	138.81
6.28	139.57
6.33	140.33
6.38	141.1
6.43	141.86
6.48	142.62
6.53	143.38
6.58	144.14
6.63	144.9
6.68	145.67
6.73	146.43
6.78	147.19
6.83	147.95
6.88	148.71
6.93	149.48
6.98	150.24
7.03	151.0
7.08	152.25
7.13	153.5
7.18	154.75
7.23	156.0
7.28	157.25
7.33	158.5
7.38	159.75
7.43	161.0
7.48	162.25
7.53	163.5
7.58	164.75
7.63	166.0
7.73	168.5
7.78	169.75
7.83	171.0
7.88	172.09
7.93	173.18
7.98	174.27
8.03	175.36
8.08	176.45
8.13	177.55
8.18	178.64
8.23	179.73
8.28	180.82
8.33	181.91
8.38	183.0
8.43	184.0
8.48	185.0
8.53	186.0
8.58	187.0
8.63	188.0
8.68	189.0
8.73	190.0
8.78	191.0
8.83	192.0
8.88	193.0
8.93	194.0
8.98	196.44
9.03	198.89
9.08	201.33
9.13	203.78
9.18	206.22
9.23	208.67
9.28	211.11
9.33	213.56
9.38	216.0
9.43	217.33
9.48	218.67
9.53	220.0
9.58	221.33
9.63	222.67
9.68	224.0
9.73	225.33
9.78	226.67
9.83	228.0
9.88	229.11
9.93	230.22
9.98	231.33
10.03	232.44
10.08	233.56
10.13	234.67
10.18	235.78
10.23	236.89
10.28	238.0
10.33	239.4
10.38	240.8
10.43	242.2
10.48	243.6
10.53	245.0
10.58	246.33
10.63	247.67
10.68	249.0
10.73	250.33
10.78	251.67
10.83	253.0
10.88	254.33
10.93	255.67
