depth(m)	initial_age(kiloyear)
4.27	50.1
4.3	50.53
4.33	50.98
4.36	51.43
4.39	51.89
4.42	52.34
4.45	52.8
4.48	53.25
4.52	53.86
4.53	54.01
4.53	54.09
4.56	54.55
4.59	55.0
4.62	55.46
4.65	55.91
4.68	56.37
4.71	56.82
4.74	57.28
4.77	57.74
4.8	58.19
4.83	58.65
4.86	59.1
4.89	59.56
4.92	60.01
4.95	60.47
4.98	60.93
5.01	61.38
5.07	62.29
5.13	63.2
5.16	63.66
5.19	64.12
5.22	64.58
5.25	65.05
5.28	65.53
5.31	66.0
5.34	66.48
5.37	66.95
5.4	67.43
5.47	68.51
5.5	69.01
5.53	69.51
5.56	70.01
5.59	70.51
5.62	71.01
5.65	71.53
5.69	72.35
5.72	73.0
5.75	73.65
5.78	74.31
5.81	74.96
5.84	75.61
5.87	76.26
5.9	76.93
5.93	77.61
5.96	78.3
5.99	78.98
6.02	79.67
6.05	80.37
6.08	81.08
6.11	81.79
6.14	82.5
6.17	83.21
6.2	83.93
6.23	84.64
6.26	85.35
6.29	86.06
6.32	86.78
6.35	87.49
6.37	88.08
6.38	88.2
6.4	88.79
6.41	88.91
6.43	89.5
6.44	89.62
6.46	90.22
6.47	90.34
6.5	91.17
6.51	91.28
6.54	92.03
6.57	92.79
6.6	93.55
6.63	94.39
6.66	95.24
6.69	96.17
6.72	97.12
6.75	98.07
6.78	99.02
6.81	99.96
6.84	100.91
6.87	101.86
6.9	102.97
6.92	103.6
6.93	103.92
6.95	104.55
6.96	104.87
6.99	105.82
7.01	106.45
7.02	106.77
7.03	107.09
7.05	107.72
7.06	108.03
7.08	108.67
7.1	109.3
7.11	109.62
7.12	109.93
7.13	110.25
7.14	110.57
7.15	110.88
7.16	111.2
7.18	111.83
7.19	112.15
7.2	112.46
7.21	112.78
7.22	113.1
7.23	113.41
7.24	113.73
7.25	114.05
7.26	114.36
7.27	114.68
7.28	115.0
7.3	115.63
7.31	115.95
7.32	116.26
7.33	116.58
7.33	116.61
7.36	117.53
7.36	117.56
7.38	118.16
7.38	118.19
7.38	118.22
7.4	118.79
7.4	118.83
7.41	119.11
7.42	119.43
7.43	119.74
7.43	119.78
7.44	120.06
7.45	120.38
7.46	120.69
7.46	120.72
7.47	121.01
7.48	121.33
7.5	121.9
7.5	121.92
7.51	122.18
7.52	122.46
7.53	122.75
7.53	122.78
7.54	123.03
7.55	123.32
7.56	123.6
7.56	123.63
7.57	123.89
7.58	124.17
7.6	124.74
7.6	124.77
7.61	125.03
7.63	125.6
7.63	125.63
7.64	125.88
7.65	126.17
7.66	126.45
7.67	126.74
7.7	127.59
7.71	127.88
7.72	128.16
7.73	128.45
7.73	128.47
7.74	128.73
7.75	129.02
7.76	129.3
7.76	129.33
7.77	129.58
7.8	130.38
7.8	130.41
7.83	131.14
7.83	131.17
7.84	131.4
7.86	131.9
7.86	131.93
7.87	132.16
7.91	133.08
7.94	133.76
7.96	134.22
7.96	134.24
7.97	134.44
8.0	135.13
8.01	135.36
8.03	135.79
8.03	135.81
8.04	135.98
8.06	136.35
8.06	136.37
8.07	136.52
8.1	137.02
8.1	137.03
8.11	137.18
8.13	137.51
8.13	137.53
8.14	137.68
8.16	138.01
8.17	138.18
8.2	138.68
8.21	138.84
8.23	139.18
8.24	139.34
8.26	139.67
8.26	139.69
8.3	140.34
8.33	140.81
8.36	141.29
8.4	141.92
8.43	142.39
8.46	142.87
8.5	143.5
8.57	144.61
8.61	145.24
8.64	145.72
8.67	146.19
8.71	146.79
8.74	147.25
8.77	147.71
8.81	148.31
8.84	148.77
8.91	149.83
9.04	151.73
9.11	152.87
9.14	153.33
9.17	153.78
9.21	154.39
9.27	155.3
9.34	156.36
9.41	157.43
9.44	157.88
9.47	158.34
9.5	158.79
9.54	159.4
9.58	160.01
9.61	160.46
9.64	160.92
9.67	161.38
9.77	162.9
9.81	163.5
9.87	164.41
9.91	165.05
9.94	165.52
9.97	165.99
10.07	167.58
10.17	169.16
10.27	170.74
10.3	171.22
10.44	173.43
10.52	174.62
10.54	175.01
10.57	175.49
10.61	176.13
10.67	177.13
10.71	177.79
10.74	178.29
10.77	178.79
10.81	179.45
10.84	179.95
10.87	180.52
10.91	181.38
10.94	182.03
10.97	182.68
11.0	183.23
11.04	184.2
11.07	184.85
11.11	185.75
11.14	186.43
11.17	187.12
11.21	188.03
11.24	188.72
11.27	189.43
11.31	190.38
11.34	191.09
11.37	191.82
11.41	192.84
11.44	193.6
11.47	194.43
11.51	195.57
11.54	196.52
11.57	197.47
11.61	198.74
11.64	199.69
11.67	200.64
11.71	201.9
11.74	202.85
11.77	203.8
11.81	205.07
11.84	206.02
11.87	206.97
11.91	208.23
11.94	209.18
11.97	210.13
12.03	211.87
12.07	213.29
12.11	214.56
12.14	215.51
12.17	216.38
12.21	217.5
12.24	218.26
12.27	219.02
12.31	220.03
12.34	220.79
12.37	221.55
12.41	222.56
12.44	223.32
12.47	224.08
12.51	225.09
12.54	225.85
12.57	226.61
12.61	227.62
12.64	228.38
12.69	229.65
12.82	233.19
12.84	233.83
12.87	234.78
12.91	236.1
12.94	237.33
12.97	238.75
13.01	240.48
13.04	241.5
13.07	242.45
13.11	243.71
13.14	244.58
13.17	245.43
13.21	246.45
13.24	247.21
13.27	247.97
13.31	248.91
13.34	249.63
13.41	251.26
13.44	251.95
13.47	252.63
13.51	253.54
13.51	253.56
13.54	254.22
13.57	254.87
13.61	255.74
13.64	256.39
13.67	257.04
13.71	257.91
13.74	258.56
13.77	259.16
13.81	259.92
13.84	260.48
13.87	261.05
13.91	261.81
13.94	262.38
13.97	262.93
14.0	263.43
14.03	263.93
14.07	264.59
14.11	265.26
14.14	265.76
14.17	266.25
14.21	266.92
14.24	267.42
14.27	267.91
14.31	268.58
14.34	269.08
14.37	269.58
14.41	270.24
14.51	272.06
14.54	272.63
14.57	273.2
14.61	273.95
14.64	274.52
14.67	275.09
14.71	275.85
14.74	276.42
14.77	276.99
14.81	277.75
14.84	278.32
14.87	278.89
14.91	279.65
14.94	280.22
14.97	280.79
15.01	281.55
15.04	282.12
15.07	282.69
15.11	283.45
15.14	284.02
15.17	284.59
15.21	285.35
15.24	285.92
15.27	286.49
15.31	287.25
15.37	288.39
15.41	289.15
15.44	289.71
15.47	290.28
15.51	291.04
15.54	291.61
15.57	292.18
15.61	292.94
15.64	293.51
15.67	294.08
15.71	294.84
15.74	295.41
15.77	295.98
15.8	296.55
15.83	297.12
15.9	298.45
15.94	299.21
15.97	299.78
16.01	300.54
16.01	300.56
16.02	300.73
16.04	301.11
16.07	301.68
16.1	302.25
16.11	302.44
16.14	303.09
16.17	303.74
16.2	304.39
16.21	304.6
16.24	305.26
16.27	305.91
16.3	306.56
16.31	306.77
16.34	307.43
16.37	308.08
16.4	308.73
16.41	308.94
16.44	309.6
16.47	310.25
16.5	310.9
16.51	311.11
16.54	311.77
16.57	312.42
16.6	313.07
16.61	313.28
16.64	313.93
16.67	314.59
16.7	315.24
16.7	315.26
16.74	316.1
16.77	316.76
16.8	317.41
16.8	317.43
16.84	318.27
16.87	318.93
16.9	319.58
16.92	320.01
16.94	320.44
16.97	321.1
17.0	321.75
17.02	322.07
17.1	323.92
17.12	324.35
17.14	324.78
17.17	325.43
17.2	326.09
17.21	326.3
17.24	326.95
17.27	327.61
17.3	328.26
17.31	328.47
17.34	329.13
17.37	329.78
17.4	330.43
17.41	330.64
17.5	332.6
17.53	333.25
17.57	334.12
17.6	334.75
17.62	335.13
17.64	335.51
17.69	336.46
17.7	336.65
17.74	337.41
17.77	337.98
17.8	338.55
17.81	338.74
17.84	339.31
17.87	339.88
17.9	340.45
17.91	340.64
17.94	341.21
17.97	341.78
18.0	342.35
18.02	342.73
18.04	343.11
18.07	343.68
18.1	344.25
18.11	344.44
